1,0,1
2,0,1
3,1,1
4,0,1
5,1,1
6,0,0
7,0,1
8,0,1
9,0,0
10,0,1
11,0,1
12,0,1
13,1,1
14,0,1
15,0,1
16,1,1
17,0,1
18,0,1
19,0,1
20,0,1
21,1,1
22,0,0
23,0,1
24,0,1
25,0,1
26,0,1
27,0,1
28,0,1
29,0,1
30,0,1
31,0,1
32,0,1
33,0,0
34,0,0
35,1,1
36,0,1
37,0,1
38,0,1
39,0,0
40,1,1
41,0,1
42,0,1
43,0,1
44,0,1
45,0,1
46,0,1
47,0,1
48,1,1
49,0,1
50,0,0
51,0,1
52,0,1
53,0,0
54,0,1
55,0,1
56,0,1
57,0,1
58,0,1
59,0,0
60,0,1
61,1,1
62,0,1
63,0,1
64,0,0
65,0,1
66,0,1
67,0,1
68,0,1
69,0,1
70,0,1
71,0,1
72,0,1
73,0,1
74,0,1
75,1,1
76,0,1
77,1,1
78,0,1
79,0,1
80,0,1
81,0,0
82,1,1
83,0,1
84,0,0
85,0,1
86,0,1
87,0,1
88,0,1
89,0,1
90,0,1
91,0,1
92,0,0
93,0,1
94,0,1
95,0,0
96,1,1
97,0,1
98,0,1
99,0,1
100,0,0
101,1,1
102,0,1
103,0,1
104,0,1
105,0,0
106,0,1
107,0,1
108,0,1
109,0,1
110,0,1
111,0,1
112,0,1
113,1,1
114,0,1
115,0,1
116,0,1
117,0,1
118,1,1
119,0,1
120,0,1
121,0,0
122,0,1
123,0,1
124,0,1
125,1,1
126,0,1
127,0,1
128,0,1
129,0,0
130,0,1
131,1,1
132,0,1
133,0,0
134,0,1
135,0,1
136,0,0
137,0,1
138,0,0
139,0,1
140,0,0
141,0,1
142,0,1
143,0,1
144,0,1
145,0,1
146,0,1
147,0,1
148,1,1
149,0,1
150,0,1
151,0,1
152,1,1
153,0,0
154,0,1
155,0,1
156,0,1
157,0,1
158,0,1
159,0,1
160,0,1
161,0,1
162,0,1
163,0,1
164,0,1
165,0,1
166,0,1
167,0,1
168,0,1
169,0,0
170,0,1
171,0,1
172,0,1
173,0,0
174,0,1
175,1,1
176,0,1
177,0,1
178,0,1
179,0,0
180,0,1
181,0,1
182,0,1
183,0,0
184,0,1
185,0,1
186,0,1
187,0,0
188,0,1
189,0,0
190,0,1
191,1,1
192,0,0
193,0,1
194,0,1
195,1,1
196,0,0
197,1,1
198,0,1
199,0,1
200,0,0
201,0,0
202,0,1
203,1,1
204,1,1
205,0,1
206,0,1
207,0,0
208,1,1
209,0,0
210,0,0
211,0,1
212,0,1
213,0,1
214,0,0
215,0,1
216,0,1
217,0,1
218,0,1
219,0,1
220,0,1
221,0,1
222,0,0
223,0,1
224,0,1
225,0,0
226,1,1
227,0,1
228,0,1
229,0,1
230,0,1
231,1,1
232,0,1
233,0,1
234,0,1
235,1,1
236,0,1
237,1,1
238,0,1
239,0,1
240,0,1
241,0,1
242,0,1
243,1,1
244,0,1
245,0,1
246,0,1
247,0,1
248,1,1
249,0,1
250,0,1
251,0,1
252,0,1
253,0,0
254,0,1
255,0,1
256,0,0
257,0,1
258,0,1
259,0,0
260,0,1
261,0,1
262,0,1
263,0,1
264,0,1
265,0,1
266,0,0
267,0,0
268,0,1
269,0,1
270,0,1
271,0,1
272,0,1
273,0,0
274,0,0
275,0,1
276,0,0
277,0,0
278,0,1
279,0,1
280,0,1
281,0,1
282,1,1
283,0,1
284,1,1
285,0,1
286,0,0
287,0,1
288,0,1
289,0,1
290,0,1
291,0,1
292,0,0
293,0,1
294,0,1
295,0,1
296,1,1
297,0,1
298,1,1
299,0,1
300,0,1
301,0,0
302,0,1
303,0,1
304,0,1
305,0,0
306,0,1
307,0,0
308,1,1
309,0,1
310,0,1
311,0,1
312,0,1
313,0,1
314,0,0
315,0,1
316,0,1
317,0,1
318,0,1
319,0,0
320,0,1
321,1,1
322,0,1
323,0,1
324,1,1
325,0,1
326,0,1
327,0,0
328,0,1
329,0,1
330,0,1
331,0,0
332,0,0
333,0,1
334,0,0
335,0,1
336,0,1
337,0,0
338,0,0
339,0,0
340,0,1
341,0,0
342,0,1
343,0,1
344,0,1
345,0,0
346,0,0
347,0,1
348,0,1
349,0,1
350,0,0
351,0,1
352,0,1
353,0,1
354,0,1
355,0,1
356,0,1
357,0,1
358,0,1
359,0,1
360,0,1
361,0,0
362,0,1
363,1,1
364,0,1
365,0,0
366,0,0
367,0,1
368,0,1
369,0,0
370,0,1
371,0,1
372,0,1
373,0,0
374,0,0
375,0,0
376,0,1
377,1,1
378,0,1
379,0,1
380,0,1
381,0,1
382,1,1
383,1,1
384,0,1
385,0,1
386,0,1
387,0,1
388,0,0
389,0,0
390,0,1
391,0,0
392,0,1
393,0,1
394,0,0
395,0,1
396,0,0
397,0,1
398,0,1
399,1,1
400,0,1
